codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
835727-14-LE25;"SERVICIO DE ALIMENTACIÓN PARA XII VERSION FESTIVAL DE LA K’ILLPA ENMARCADA EN LAS COSTUMBRES ANCESTRALES DEL PUEBLO AYMARA DE LA COMUNA DE GENERAL LAGOS.";"Ilustre Municipalidad de General Lagos";"69.250.700-2";"Administracion Municipal";"";"";"Región de Arica y Parinacota";"LE";"SERVICIO DE ALIMENTACIÓN PARA XII VERSION FESTIVAL DE LA K’ILLPA, ENMARCADA EN LAS COSTUMBRES ANCESTRALES DEL PUEBLO AYMARA DE LA COMUNA DE GENERAL LAGOS.";2025-03-27T18:43:57.743;2025-04-04T11:00:00;2025-04-11T18:44:00;;"CLP";0;0
1057498-19-LQ25;"COMPRA DE ESTUDIOS DE MMEDICINA NUCLEAR";"SERVICIO DE SALUD SUR HOSPITAL SANATORIO EL PINO";"61.608.107-1";"Bienes y Servicios";"Bienes y Servicios";"San Bernardo";"Región Metropolitana de Santiago";"LQ";"ESTABLECER UNO O MÁS CONVENIOS CON PROVEEDOR PARA LA REALIZACIÓN DE ESTUDIOS DE MEDICINA NUCLEAR QUE CUBRA LA DEMANDA DEL HOSPITAL. DE FORMA DE PRESTAR UNA ATENCIÓN RAPIDA Y EFICIENTE.";2025-03-27T18:37:18.97;2025-04-16T15:01:00;2025-06-30T14:25:00;;"CLP";0;0
3665-6-L125;"CAMBIO DE CABLES DE TRACCION ASCENSOR ORONA";"I MUNICIPALIDAD DE TIL TIL";"69.071.600-3";"Municipalidad";"AV. ARTURO PRAT 200";"Til Til";"Región Metropolitana de Santiago";"L1";"La necesidad de contar con Ascensor de edificio consistorial en buen estado, el cual se encuentra con sus cables de tracción dañados";2025-03-27T18:35:35.213;2025-04-07T15:01:00;2025-04-11T20:00:00;;"CLP";0;0
757818-3-LE25;"TALLERES PARA ADULTOS MAYORES - COMUNA DE PALMILLA";"I MUNICIPALIDAD DE PALMILLA";"69.091.000-4";"DIDECO";"AV. JUAN GUILLERMO DAY S/N";"Palmilla";"Región del Libertador General Bernardo O´Higgins";"LE";"LA ILUSTRE MUNICIPALIDAD DE PALMILLA REQUIERE CONTRATAR LOS SERVICIOS DE MONITORES PARA DESARROLLAR LOS TALLERES DE 25 CLUBES DE ADULTOS MAYORES DE LA COMUNA DE PALMILLA Y DE LA UNION COMUNA DE ADULTOS MAYORES.";2025-03-27T18:34:14.507;2025-04-02T15:09:00;2025-04-02T16:01:00;;"CLP";0;0
722-2-LE25;"SERVICIO AUDITORÍA - EJECUCIÓN PRESUPUESTARIA GORE";"GOBIERNO REGIONAL DE LA ARAUCANIA";"72.201.100-7";"Gobierno Regional de La Araucanía";"Manuel Bulnes 590, Piso 10, Temuco";"Temuco";"Región de la Araucanía ";"LE";"Las presentes bases tienen por objeto reglamentar la “CONTRATACIÓN DEL SERVICIO DE AUDITORÍA A LA EJECUCIÓN PRESUPUESTARIA – FINANCIERA, APLICACIÓN DE LA NORMATIVA VIGENTE Y EVALUACIÓN DE CONTROL INTERNO, DEL GOBIERNO REGIONAL DE LA ARAUCANÍA”. Según Art. 3 de las presentes Bases Administrativas.";2025-03-27T18:33:35.043;2025-04-08T15:00:00;2025-04-21T19:00:00;;"CLP";0;0
2395-17-L125;" (Sol. Ped. 316) Curso "Implementacion Ley de Atencion Preferente para Personas Mayores, Personas con Discapacidad y Cuidadores en establecimientos de Atención Primaria", Unidad de Capacitación";"I MUNICIPALIDAD PEDRO AGUIRRE CERDA";"69.254.900-7";"DIRECCION DE SALUD";"CLOTARIO BLEST Nº 6035 (FARMACIA POPULAR UBICADA AL INTERIOR DEL CENTRO DE ESPECIALIDADES MÉDICAS VILLA SUR)";"Pedro Aguirre Cerda";"Región Metropolitana de Santiago";"L1";"Curso  Implementacion Ley de Atencion Preferente para Personas Mayores, Personas con Discapacidad y Cuidadores en establecimientos de Atención Primaria , Unidad de Capacitación";2025-03-27T18:27:16.697;2025-04-01T18:05:00;2025-04-11T22:09:00;3500000;"CLP";0;0
5053-40-LP25;"SUMINISTRO DE OXIGENO LIQUIDO MEDICINAL CRIOGÉNICO CON MANTENCIÓN PREVENTIVA A LOS MANIFOLD DE RESPALDO MÁS SUMINISTRO Y ARRIENDO DE ESTANQUE DE EMERGENCIA";"SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA";"61.606.901-2";"Operaciones";"1 Norte Nº 1990";"Talca";"Región del Maule ";"LP";"El objetivo de la presente licitación, es invitar a través de www.mercadopublico.cl a todos los proveedores del rubro a participar de la contratación de servicios del suministro de oxígeno líquido medicinal criogénico con mantención preventiva a los manifold de respaldo más suministro y arriendo de estanque de emergencia, a precios y calidad convenientes y bajo las especificaciones técnicas requeridas por la Institución con el fin de seleccionar la oferta más conveniente de acuerdo a los criterios de evaluación, asegurando el abastecimiento en calidad y oportunidad, satisfaciendo así la demanda de los usuarios.";2025-03-27T18:21:42.24;2025-04-07T15:30:00;2025-05-14T17:30:00;;"CLP";0;0
906816-24-LP25;"“SUMINISTRO PROVISIÓN DE ARRIENDO DE MÁQUINAS DE I";"I MUNICIPALIDAD DE TALTAL";"69.020.500-9";"Secplac";"arturo prat 515";"Taltal";"Región de Antofagasta ";"LP";"“SUMINISTRO PROVISIÓN DE ARRIENDO DE MÁQUINAS DE IMPRESIÓN, MUNICIPALIDAD DE TALTAL”";2025-03-27T18:18:59.07;2025-04-07T15:00:00;2025-04-24T20:00:00;100000000;"CLP";0;0
3708-9-LP25;"CONSTRUCCION CANCHA DE PASTO SINTETICO LA RIBERA";"I MUNICIPALIDAD DE PITRUFQUEN";"69.191.300-7";"Adquisiciones";"FRANCISCO BILBAO # 593 SEGUNDO PISO FINANZAS";"Pitrufquén";"Región de la Araucanía ";"LP";"La Obra Consiste en la Construcción de la Cancha Sintética en Villa La Ribera, que contempla:  Movimientos de Tierras, escarpes, Nivelaciones, Excavaciones de Drenajes, fundaciones y Sobrecimientos. Construcción de Radieres, para distribución de Tránsito Peatonal y fijación de equipamiento e Implementación de Multicancha.  Instalación de Cierres Perimetrales de Multicancha, como complemento a la";2025-03-27T18:13:56.42;2025-04-16T17:41:00;2025-06-17T13:00:00;92172781;"CLP";0;0
2904-7-LE25;"ADQUISICIÓN REPUESTO PARA EXCAVADORA - MUNICIPALIDAD DE HUALAIHUÉ";"I MUNICIPALIDAD DE HUALAIHUE";"69.252.200-1";"DEPARTAMENTO DE ADMINISTRACION";"21 DE SEPTIEMBRE   450";"Hualaihué";"Región de los Lagos ";"LE";"Adquirir repuesto (Nuevo Sin Uso) compatible a maquinaria Excavadora Caterpillar Modelo 323D2L Año 2018.";2025-03-27T18:13:37.483;2025-04-02T13:00:00;2025-04-16T15:04:00;11307000;"CLP";0;0
591376-2-LE25;"SERVICIOS DE ASESORÍA TÉCNICA SAT DE INDAP UNIDAD";"INSTITUTO DE DESARROLLO AGROPECUARIO";"61.307.000-1";"Unidad de Compra - Region de los Rios";"Comercio 423, Rio Bueno";"Corral";"Región de Los Ríos";"LE";"Se requiere de la contratación de un oferente del ramo que provea los servicios profesionales de asesoría técnica para la ejecución del Programa SAT, para usuarios de la UO SAT BOVINOS REGIONAL, de acuerdo a la Norma Técnica y Procedimiento Operativo del Programa Servicio de Asesorías Técnicas SAT";2025-03-27T18:08:12.767;2025-04-07T15:01:00;2025-04-21T18:00:00;;"CLP";0;0
1260688-18-LE25;" ADQUISICION DE 8 CASETAS PREFABRICADAS";"CORP MUNICIPAL DE DESARROLLO SOCIAL DE POZO ALMONTE";"71.497.400-9";"ADQUISICIONES EDUCACION";"CALA CALA # 112";"Pozo Almonte";"Región de Tarapacá  ";"LE";"Se requiere la instalación de 08 casetas prefabricadas portables, para uso de los inspectores y guardias del Liceo A.S.G.G. de Pozo Almonte, favoreciendo las condiciones laborales de las inspectoras de patio y potenciar el cuidado de los estudiantes durante la jornada escolar.";2025-03-27T18:06:17.493;2025-04-02T12:00:00;2025-04-30T16:40:00;;"CLP";0;0
4809-23-LE25;"PERFIL ANGULO Y PLANCHAS DE FE NEGRO";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección de Vialidad - IX Región - Provincia de Cautín";"Avenida Prat 712 (ENTRE PISO),  Oficina Provincial.";"Temuco";"Región de la Araucanía ";"LE";"La Dirección de Vialidad Provincia de Cautín, solicita ofertas para la adquisición de PERFIL ANGULO Y PLANCHAS DE FE NEGRO para Obras del Programa CCI, el Área de CCI Oficina Provincial Cautín Dirección Regional de Vialidad Región de La Araucanía.  Conforme a los requerimientos administrativos y técnicos descritos en las presentes Bases de Licitación";2025-03-27T17:57:59.82;2025-04-09T15:00:00;2025-04-18T16:24:00;7603148;"CLP";0;0
4099-10-LQ25;"Servicio De Aseo Para Dependencias municipales";"I MUNICIPALIDAD DE MARIA PINTO";"69.073.300-5";"Secretaria Comunal de Planificación";"Av. Francisco Costabal 78";"María Pinto";"Región Metropolitana de Santiago";"LQ";"La licitación busca contratar un servicio de aseo y desinfección para la Municipalidad de María Pinto durante 24 meses. El objetivo es asegurar el buen funcionamiento de las instalaciones, manteniendo un entorno limpio y seguro.";2025-03-27T17:57:30.33;2025-04-21T16:37:00;2025-04-30T16:38:00;;"CLP";0;0
898-49-LE25;"servicio de arriendo de videonasofibroscopio";"SERVICIO DE SALUD VALPARAISO SAN ANTONIO";"61.602.126-5";"HOSPITAL CLAUDIO VICUNA";"Carmen Guerrero N° 945";"San Antonio";"Región de Valparaíso ";"LE";"El Hospital Claudio Vicuña interesado en la aplicación de estándares de calidad, tanto en la atención oportuna y eficaz de sus pacientes, como en el bienestar de éstos y su seguridad, permanentemente desarrolla actividades tendientes a lograr un mejoramiento continuo de sus procesos. Conforme a lo anterior, requiere realizar la licitación de “SERVICIO DE ARRIENDO DE VIDEONASOFIBROSCOPIO”";2025-03-27T17:56:16.35;2025-04-07T15:00:00;2025-04-30T15:00:00;;"CLP";0;0
1233616-21-LE25;"SERVICIO DE AMPLIFICACIÓN ILUMINACIÓN Y VIDEO";"Servicio Local de Educación Pública Punilla Cordillera";"61.980.940-8";"Servicio Local de Educación Pública Punilla Cordil";"Calle Arturo Prat Norte 460";"San Carlos";"Región del Ñuble";"LE";"El Servicio Local de Educación Pública Punilla Cordillera, requiere realizar la contratación del servicio de amplificación, iluminación y video para las escuelas y liceos del territorio, administrados por el Servicio Local de Educación Pública Punilla Cordillera, con la finalidad de fortalecer el desarrollo integral de nuestros estudiantes y promover su vinculación con el patrimonio cultural y territorial de nuestra comunidad. En este contexto la contratación y vigencia del servicio está contemplada hasta el 31 de diciembre de 2025.";2025-03-27T17:54:14.677;2025-04-03T15:00:00;2025-04-15T17:00:00;30000000;"CLP";0;0
4511-14-LE25;" MANT. Y REPARACIÓN PLANTA DE TRATAMIENTO COPIHUE";"ILUSTRE MUNICIPALIDAD DE RETIRO";"69.130.800-6";"Secpla";"Av. Errázuriz Nº 240 Retiro";"Retiro";"Región del Maule ";"LE";"Mantención y Reparación Planta de Tratamiento de Aguas Servidas Copihue, Retiro, de acuerdo a especificaciones técnicas, términos de referencia y anexos.";2025-03-27T17:53:56.253;2025-04-07T15:00:00;2025-04-30T18:00:00;;"CLP";0;0
1969-15-L125;"E102RT9,SEGUNDO LLAMADO PARA LICITACION PUBLICA,PARA SERVICIO DE ASEO DE ABRIL A DICIEMBRE 2025, PARA LAS DEPENDENCIAS DEL C.R.S. CAÑETE";"DIRECCION GENERAL DE GENDARMERIA DE CHIL";"61.004.068-3";"Región del Bio Bío";"O"higgins N°77 Poniente oficina 607, concepcion";"Concepción";"Región del Biobío ";"L1";"E102RT9,SEGUNDO LLAMADO PARA LICITACION PUBLICA,PARA SERVICIO DE ASEO DE ABRIL A DICIEMBRE 2025, PARA LAS DEPENDENCIAS DEL C.R.S. CAÑETE";2025-03-27T17:53:14.813;2025-04-03T16:30:00;2025-04-21T17:20:00;5400000;"CLP";0;0
4376-13-LE25;"SERVICIO DE MANTENCIÓN DE CLIMATIZACIÓN Y SALA DE";"SERVICIO NACIONAL DEL PATRIMONIO CULTURAL";"60.905.000-4";"BIBLIOTECA DE SANTIAGO";"";"";"Región Metropolitana de Santiago";"LE";"SERVICIO DE MANTENCIÓN DE CLIMATIZACIÓN Y SALA DE BOMBAS";2025-03-27T17:52:28.697;2025-04-10T17:30:00;2025-05-06T20:00:00;22000000;"CLP";0;0
5056-17-LP25;"SERVICIO HOSPEDAJE COMPLETO PACIENTES ONCOLÓGICOS";"SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA";"61.606.901-2";"Servicios";"1 Norte Nº 1990";"Cauquenes";"Región del Maule ";"LP";"El objetivo de la presente licitación, es invitar a través de www.mercadopublico.cl a todos los proveedores del rubro a participar de la adquisición del servicio de hospedaje completo para pacientes oncológicos, y acompañantes, derivados Hospital Regional de Talca y bajo las especificaciones técnicas requeridas por la Institución con el fin de seleccionar la oferta más conveniente de acuerdo a los criterios de evaluación, asegurando el abastecimiento en calidad y oportunidad, satisfaciendo así la demanda de los usuarios.";2025-03-27T17:50:45.28;2025-04-07T15:30:00;2025-05-17T17:30:00;;"CLP";0;0
3447-61-LE25;"Cartuchos de Tiras Exámenes SAR La Tortuga";"MUNICIPALIDAD DE ALTO HOSPICIO";"69.265.100-6";"Direccion de Administracion y Finanzas";"Av. Ramón Pérez Opazo N° 3125 Alto Hospicio";"Alto Hospicio";"Región de Tarapacá  ";"LE";"Art. 4º	La Municipalidad de Alto Hospicio, llama a Licitación Pública a los proveedores del rubro para celebrar contrato de SUMINISTRO DE CARTUCHOS DE TIRAS DE EXÁMENES PARA EL RECINTO DE URGENCIAS SAR LA TORTUGA, en virtud que estos bienes son esenciales para la continuidad en la prestación de exámenes a los usuarios de la comuna, por lo que se debe contar con un contrato que garantice un suministro eficiente y oportuno. Lo anterior, de acuerdo con las características entregadas en las presentes Bases Administrativas y Técnicas adjuntas, en virtud de una mejor y eficiente Gestión Municipal.";2025-03-27T17:46:57.84;2025-04-09T10:00:00;2025-07-08T18:00:00;;"CLP";0;0
2599-5-LP25;"ARRIENDO DE BUSES PARA EL TRASLA DE PERSONAS.";"I MUNICIPALIDAD DE CONCON";"73.568.600-3";"DEPARTAMENTO DE EDUCACION";"CALLE  PORVENIR N°865 CONCÓN";"Concón";"Región de Valparaíso ";"LP";"ARRIENDO DE BUSES PARA EL TRASLADO DE PERSONAS, SEGÚN DETALLE EN DECRETO ALCALDICIO N°0962 QUE CONTIENE LAS BASES TÉCNICAS Y ADMINISTRATIVAS QUE REGULAN EL PROCESO LICITATORIO.";2025-03-27T17:42:48.813;2025-04-10T19:59:00;2025-04-22T11:10:00;117000000;"CLP";0;0
5740-6-LE25;"SERVICIO DE ADMINISTRACION DE SALA CUNA";"DIRECCION GENERAL DE GENDARMERIA DE CHIL";"61.979.060-k";"Región de los Ríos";"Calle Maipú Nº151";"Valdivia";"Región de Los Ríos";"LE";"CONTRATAR SERVICIO DE ADMINISTRACION DE SALA CUNA, PARA FUNCIONARIASOS DE GENDARMERIA DE CHILE, REGION DE LOS RIOS.";2025-03-27T17:38:26.353;2025-04-10T18:00:00;2025-04-28T18:00:00;;"CLP";0;0
721703-11-LE25;"RENOVACIÓN DE LICENCIAS ADOBE CREATIVE CLOUD";"AGENCIA DE CALIDAD DE LA EDUCACION";"61.980.230-6";"Nivel Central";"Morandé 360";"Santiago";"Región Metropolitana de Santiago";"LE";"La Agencia de Calidad de la Educación, en adelante indistintamente “La Agencia”, a través del Departamento de Tecnologías de la Información y Comunicación, de la División de Administración y Finanzas, requiere contratar el “Servicio de Renovación de Licencias Adobe Creative Cloud”, contratación que se funda en la necesidad de la Agencia de dar continuidad operativa de los diseñadores de la Agencia, teniendo la capacidad de trabajar con herramientas de diseño gráfico, edición de video, diseño web, PDF, InDesign.";2025-03-27T17:34:43.747;2025-04-03T15:01:00;2025-05-07T20:00:00;;"CLP";0;0
896-3-LE25;"MANTENCION FLUVIOMÉTRICAS IDGA 2025 - 408952";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección General de Aguas - II Región";"21 de Mayo 470, piso 2";"Antofagasta";"Región de Antofagasta ";"LE";"EL OBJETIVO DE ESTA LICITACIÓN ES ACTUALIZAR, MANTENER LAS ESTACIONES HIDROMETEOROLÓGICAS MENCIONADAS EN LAS BASES TECNICAS, SIGUIENDO LAS DISPOSICIONES ESTABLECIDAS EN LAS BASES TÉCNICAS Y ADMINISTRATIVAS.";2025-03-27T17:34:07.88;2025-04-15T17:00:00;2025-04-29T18:46:00;60000000;"CLP";0;0
4920-5-LQ25;"CONSTRUCCIÓN ÁREA RECREATIVA VILLA LOS CASTAÑOS";"I.MUNICIPALIDAD DE ROMERAL";"69.100.200-4";"Direccion de Obras Municipales";"IGNACIO CARRERA PINTO 1213";"Romeral";"Región del Maule ";"LQ";"CONSTRUCCIÓN ÁREA RECREATIVA VILLA LOS CASTAÑOS, COMUNA DE ROMERAL. SEGÚN DECRETO EXENTO N. 717.";2025-03-27T17:32:21.67;2025-04-23T12:00:00;2025-05-23T18:00:00;;"CLP";0;0
2852-25-LR25;"REPOSICIÓN ESTADIO EWALDO KLEIN DE PUERTO VARAS";"I MUNICIPALIDAD DE PUERTO VARAS";"69.220.200-7";"Adquisiciones Municipalidad";"San Francisco 413";"Puerto Varas";"Región de los Lagos ";"LR";"Las presentes Bases Administrativas generales tienen por objeto reglamentar y/o regular el llamado a Licitación Pública del Proyecto de Obra titulado, “REPOSICIÓN ESTADIO EWALDO KLEIN DE PUERTO VARAS”, en la Comuna de Puerto Varas. A partir del déficit de calidad que presenta este recinto, lo cual impide ofrecer un servicio con la frecuencia demandada y al déficit de cobertura tanto en canchas propias como de terceros, lo cual genera un déficit importante de horas, para dedicar a la actividad deportiva de fútbol. El proyecto Estadio Ewaldo Klein de Puerto Varas, se estructura principalmente en una base de hormigón armado y acero, siendo los pilares de hormigón armado su principal soporte. Además, considera graderías en estructura de hormigón armado prefabricado, una cubierta en zinc-alum prepintado e interiores en tabiquería de madera IPV con terminación en yeso cartón volcanita y fibrocemento. La superficie total del proyecto es de 14.907,1 m2, según el siguiente programa arquitectónico: enfermería, bodega administrativa acceso, bodegas deportivas, área uso mixto, camarines árbitros, camarines jugadores, circulaciones, control acceso, administración, cancha de futbol, sistema de drenaje de aguas lluvias, acceso principal, calle interior, boleterías, baños públicos hombres, baños públicos mujeres, baños de accesibilidad universal, caseta transmisión y graderías para espectadores. El césped de la cancha es artificial, con una superficie de 8.214 m2 y considera también iluminación del área de juegos Esta obra ya cuenta con un avance en su ejecución, y se adjuntan los documentos referentes a la liquidación con cargo de la licitación previa, esto para conocimiento y verificación del avance ya ejecutado. Los trabajos contemplados en el presente proceso de licitación deberán considerar todo el análisis de parte de los interesados para cuantificar de manera correcta el avance ya ejecutado.";2025-03-27T17:29:21.133;2025-04-28T18:13:00;2025-06-30T18:14:00;;"CLP";0;0
5482-35-LE25;"SERVICIO DE ARRIENDO INSTALACIÓN MANTENCIÓN Y DESINSTALACIÓN DE 6 OFICINAS MODULARES DE VIGILANCIA EN DIFERENTES ESPACIOS PÚBLICOS DE LA COMUNA DE ÑUÑOA ";"I MUNICIPALIDAD DE NUNOA";"69.070.500-1";"SECPLANUNOA";"";"";"Región Metropolitana de Santiago";"LE";"La Municipalidad requiere contratar este servicio con el propósito de habilitar nuevos espacios que permitan mejorar la gestión y la continuidad operativa del trabajo en terreno que realiza la Dirección de Seguridad Pública.";2025-03-27T17:27:05.143;2025-04-08T20:00:00;2025-04-09T20:30:00;;"CLP";0;0
1057650-2-LE25;"2DO. LLAMADO SERVICIO DE CUIDADOR PARA RECINTO DE VERANEO VILCHES ALTO";"SERVICIO DE SALUD DEL MAULE";"61.606.900-4";"Bienestar";"Bienes y Servicios";"Talca";"Región del Maule ";"LE";"Esta licitación tiene por objeto contar con un cuidador permanente en el recinto de veraneo de Vilches Alto, administrado por la Unidad de Gestión Social del Servicio de Salud Maule.";2025-03-27T17:26:31.89;2025-04-04T14:00:00;2025-04-18T17:30:00;;"CLP";0;0
681563-7-LE25;"SERVICIO DE DESPACHO DE CORRESPONDENCIA A TRAVÉS DE MOTOS PARA METRO S.A.";"EMPRESA DE TRANSPORTE DE PASAJEROS METRO S A";"61.219.000-3";"Gerencia Abastecimiento y Contratos";"Av. Lib. Bernardo O´Higgins 1414";"Santiago Centro";"Región Metropolitana de Santiago";"LE";"SERVICIO DE DESPACHO DE CORRESPONDENCIA A TRAVÉS DE MOTOS PARA METRO S.A.";2025-03-27T17:24:05.94;2025-04-24T16:00:00;2025-06-09T18:44:00;;"CLP";0;0
634-50-LE25;"PERMETRINA PARA ENFERMERÍAS DE UNIDADES PENALES";"DIRECCION GENERAL DE GENDARMERIA DE CHIL";"61.004.000-4";"Dirección Nacional";"COMPAÑÍA Nº1048- piso 10 ";"Santiago";"Región Metropolitana de Santiago";"LE";"ADQUISICIÓN DE PERMETRINA PARA ENFERMERÍAS DE UNIDADES PENALES, SEGÚN EXPEDIENTE 179                          E102RT9";2025-03-27T17:23:53;2025-04-10T15:30:00;2025-05-30T16:18:00;;"CLP";0;0
924-10-L125;"Estándares para calibración en ensayos de Micotoxinas";"SUBSECRETARIA DE SALUD PUBLICA";"61.601.000-K";"Seremi Salud R.M.";"Padre Miguel de Olivares #1229 (PISO -1 SIN ASCENSOR)";"Santiago";"Región Metropolitana de Santiago";"L1";"Compra de Estándares para calibración en ensayos de Micotoxinas";2025-03-27T17:23:25.513;2025-04-08T15:00:00;2025-04-23T11:00:00;6294230;"CLP";0;0
2080-149-LE25;"SUMINISTRO ANATOMÍA PATOLÓGICA";"SERVICIO DE SALUD DEL LIBERTADOR B O'HIGGINS HOSPITAL REG RANCAGUA";"61.602.138-9";"Hospital Regional Rancagua - HRR";"Avenida Salvador Allende Nº 350";"Rancagua";"Región del Libertador General Bernardo O´Higgins";"LE";"El Hospital Dr. Franco Ravera Zunino, en adelante el Hospital, llama a licitación pública para el SUMINISTRO ANATOMÍA PATOLÓGICA  para el Hospital Dr. Franco Ravera Zunino”";2025-03-27T17:23:05.89;2025-04-07T15:00:00;2025-06-16T19:00:00;;"CLP";0;0
5350-11-L125;"Equipamiento Clinico e Instrumental Menor Programa Equidad Rural";"I MUNICIPALIDAD DE VALLENAR";"69.030.500-3";"DEPTO DE SALUD MUNICIPAL";"Calle Merced Esquina Talca N°1455 - Ex Hospital ";"Vallenar";"Región de Atacama ";"L1";"Equipamiento Clinico e Instrumental Menor, Programa Equidad Rural";2025-03-27T17:19:17.33;2025-04-02T13:48:00;2025-04-03T13:49:00;3500000;"CLP";0;0
2912-1-LE25;"SUMINISTRO DE MEDICAMENTOS PARA FARMACIA MUNICIPAL";"I MUNICIPALIDAD DE FRUTILLAR";"69.220.702-5";"Municipalidad de Frutillar Depto. Adm. Salud";"Avda. Phillippi Nº 753";"Frutillar";"Región de los Lagos ";"LE";"SUMINISTRO DE MEDICAMENTOS PARA FARMACIA MUNICIPAL";2025-03-27T17:18:07.657;2025-04-07T18:50:00;2025-04-17T18:51:00;60000000;"CLP";0;0
1080089-21-LP25;"Servicio de Vigilancia para edificios de la DSSM";"SERVICIO DE SALUD MAGALLANES";"61.607.900-k";"Bienes y servicios - DSSM";"Lautaro Navarro N° 829";"Punta Arenas";"Región de Magallanes y de la Antártica";"LP";"El objeto de la licitación tiene a bien evaluar la contratación de los servicios de guardias de seguridad destinados a la vigilancia, protección y cuidado de la totalidad de las dependencias, infraestructura y equipamiento ubicados al interior de los edificios de calle Lautaro Navarro N° 820 y 829 de la ciudad de Punta Arenas, donde funciona la Dirección del Servicio de Salud Magallanes, por un periodo de 24 meses, de acuerdo a lo establecido en las presentes Bases Administrativas y Técnicas, en las circunstancias que este servicio no es provisto en catálogo electrónico del Convenio Marco";2025-03-27T17:15:47.85;2025-04-07T15:00:00;2025-05-07T17:00:00;76800000;"CLP";0;0
5413-32-LE25;"SERVICIO DE EXCAVADORA PARA CARGA DE PECES";"UNIVERSIDAD DE LOS LAGOS";"70.772.100-6";"CAMPUS OSORNO";"Avenida Fuschlocher 1305, Osorno";"Osorno";"Región de los Lagos ";"LE";"LICITACION PUBLICA PARA CONTRATAR “SERVICIO DE EXCAVADORA PARA CARGA DE PECES EN PISCICULTURA LAGO RUPANCO”";2025-03-27T17:15:45.26;2025-04-07T15:30:00;2025-04-24T15:00:00;;"CLP";0;0
619133-61-LP25;"COMPRA DE SERVICIOS DE BIOPSIAS Y CITOLOGÍAS DE ANATOMÍA PATOLÓGICA HOSPITAL SAN CAMILO";"SERVICIO SALUD SAN FELIPE LOS ANDES HOSP";"61.602.038-2";"Hospital San Camilo de San Felipe";"AVDA. MIRAFLORES 2085";"San Felipe";"Región de Arica y Parinacota";"LP";"Las presentes Bases Administrativas rigen el llamado a licitación pública “COMPRA EXAMENES DE LABORATORIO  PARA HOSPITAL SAN CAMILO”, ubicado en Av. Miraflores 2085 San Felipe, Quinta región, aplicando los procedimientos establecidos en la Ley de Compras N° 19.886 de la Administración Pública.";2025-03-27T17:14:54.17;2025-04-16T15:34:00;2025-05-30T15:35:00;;"CLP";0;0
2912-2-LE25;"CONVENIO DE SUMINISTRO DE INSUMOS DE ENFERMERIA";"I MUNICIPALIDAD DE FRUTILLAR";"69.220.702-5";"Municipalidad de Frutillar Depto. Adm. Salud";"Avda. Phillippi Nº 753";"Frutillar";"Región de los Lagos ";"LE";"LA NECESIDAD DE ABASTECER CON INSUMOS A LOS DIFERENTES ESTABLECIMIENTOS DE SALUD";2025-03-27T17:14:29.827;2025-04-07T17:43:00;2025-04-17T17:44:00;50000000;"CLP";0;0
3687-2-LE25;"Convenio Suministro Profesional Medico año 2025.-";"I MUNICIPALIDAD DE SALAMANCA";"69.041.400-7";"Departamento de Educación";"";"";"Región de Coquimbo ";"LE";"Servicios Profesionales de Medico Pediátrico(a)para evaluar niñas y niños que podrían ser incorporados a los programas de integración de las diferentes Escuelas y liceo de la comuna de Salamanca, (entregar informe)";2025-03-27T17:13:23.217;2025-04-04T19:55:00;2025-04-07T19:56:00;;"CLP";0;0
1621-11-L125;"Radier y rampla de acceso en Laboratorio clinico";"SERVICIO DE SALUD HOSPITAL DE MARCHIGUE";"61.602.151-6";"Hospital de Marchigue";"Direccion no aplica a productos virtuales";"Santiago";"Región Metropolitana de Santiago";"L1";"Detalles en bases adjuntas";2025-03-27T17:12:30.8;2025-04-02T15:05:00;2025-05-02T15:00:00;2678582;"CLP";0;0
1106-1-LP25;"Servicio Mantenimiento Operacional de Maquinaria";"MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF";"61.202.000-0";"Dirección de Vialidad - RM - Dirección Regional";"Bombero Salas 1351 piso 1";"Santiago Centro";"Región Metropolitana de Santiago";"LP";"La Dirección de Vialidad Región Metropolitana, solicita ofertas para la contratación del     “Servicio de Mantenimiento operacional de Maquinaria de la  Dirección de Vialidad Región Metropolitana”, conforme a los requerimientos administrativos y técnicos descritos en las presentes Bases de Licitación.";2025-03-27T17:12:00.923;2025-04-07T19:56:00;2025-04-17T19:57:00;;"CLP";0;0
