codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;estado;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
3512-20-LE25;AITO CONSERVACIÓN EDIFICIO CONSISTORIAL;I MUNICIPALIDAD DE ILLAPEL;69.041.200-4;DEPARTAMENTO DE FINANZAS MUNICIPAL;Constitución #24;Illapel;Región de Coquimbo;LE;cerradas;CONFORME A BASES ADMINISTRATIVASD,TÉCNICAS Y TERMINOS DE REFERENCIA,ADJUNTAS;2025-04-03T12:22:20.54;2025-04-14T15:00:00;2025-08-14T17:00:00;;CLP;0;0
1113403-9-LE25;EVALUACIONES MEDICAS - PIE 2025;SERVICIO LOCAL DE EDUCACION PUBLICA DE GABRIELA MISTRAL;62.000.650-5;SLEP Gabriela Mistral P02;Santa Rosa 9412, La Granja;La Granja;Región Metropolitana de Santiago;LE;cerradas;El Servicio Local requiere contratar Servicios profesionales para Evaluaciones Medicas PIE 2025, correspondiente a los establecimientos educacionales dependientes del Servicio Local de Educación Pública de Gabriela Mistral.;2025-04-03T12:14:44.4;2025-04-14T15:01:00;2025-04-29T15:02:00;;CLP;0;0
3841-12-LQ25;Transferencia programa de mejoramiento rendimiento escolar alumnos de escuelas rurales comuna de Pemuco: Transporte Escolar;I MUNICIPALIDAD DE PEMUCO;69.141.600-3;I MUNICIPALIDAD DE PEMUCO;San Martín 498;Pemuco;Región del Ñuble;LQ;cerradas;Se requiere los servicios de transporte para alumnos de los establecimientos educacionales de los sectores oriente y poniente de la comuna. En este ámbito, se busca un servicio que considere el traslado desde distintos sectores hacia el establecimiento educacional y viceversa.;2025-04-03T12:15:00;2025-04-16T13:00:00;2025-04-25T12:00:00;;CLP;0;0
359-43-LP25;RADIOFÁRMACOS PARA SPECT DE MEDICINA NUCLEAR;Instituto Nacional del Cancer;61.608.404-6;Inst Nacional del Cancer Adquisiciones;Av. Profesor Zañartu 1010, Independencia;Independencia;Región Metropolitana de Santiago;LP;cerradas;Se hace necesario contratar el suministro de Radiofármacos para SPECT 2025 de medicina nuclear necesarios para el óptimo funcionamiento de los servicios clínicos.;2025-04-03T12:13:12.773;2025-04-14T16:00:00;2025-05-16T16:01:00;;CLP;0;0
2008-10-LE25;MATERIAL GRANULAR CANTO VIVO T.MAX 38 PAPUDO VIALIDAD PETORCA;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;61.202.000-0;Dirección de Vialidad - V Región - Provincia de Petorca;VICTOR DIAZ N 1000 LA LIGUA, CODIGO DE PAGO 619 VIALIDAD_PETORCA_;La Ligua;Región de Valparaíso;LE;cerradas;DE USO EN FAENAS DE CAMINO DE LA RED VIAL CONSERVACION PROVINCIAL, Material Granular canto vivo tmax 3/8 RUTA SECTOR CANTIDAD 65S31668 Cruce Ruta 5 - Papudo I 200 M3;2025-04-03T12:10:39.467;2025-04-14T15:01:00;2025-04-24T19:00:00;8000000;CLP;0;0
4141-7-LQ25;CONSERVACIÓN EMERGENCIA ESCUELA JORGE ERRÁZURIZ ECHENIQUE PALMILLA;I MUNICIPALIDAD DE PALMILLA;69.091.000-4;Educación;Juan Gmo Day 80;Palmilla;Región del Libertador General Bernardo OHiggins;LQ;cerradas;Esta obra busca mejorar las condiciones de la infraestructura de dicho establecimiento educacional luego de los eventos climáticos del invierno de 2024. Esta obra será financiada en su totalidad con recursos entregados por la Dirección de Educación Pública (DEP).;2025-04-03T12:08:00;2025-04-14T16:00:00;2025-04-30T16:00:00;199898729;CLP;0;0
2483-71-LE25;SERVICIO DE PERIFONEO PARA PROMOCIÓN DIFUSIÓN E INFORMACIÓN DE ACTIVIDADES MUNICIPALES;I MUNICIPALIDAD DE QUILICURA;69.071.300-4;DEPARTAMENTO COMPRAS PÚBLICAS;;;Región Metropolitana de Santiago;LE;desiertas;SERVICIO DE PERIFONEO PARA PROMOCIÓN, DIFUSIÓN E INFORMACIÓN DE ACTIVIDADES MUNICIPALES. DECRETO ALCALDICIO E. N: SECMUN-01284/2025 APRUEBA BB.AA;2025-04-03T12:07:08.403;2025-04-14T15:01:00;2025-05-30T18:00:00;;CLP;0;0
1057419-20-LP25;Convenio de insumos de toma de muestra;SERVICIO DE SALUD BIO BIO HOSPITAL SANTA BARBARA;61.607.304-4;Bienes y Servicios;Salamanca S/N;Santa Bárbara;Región del Biobío;LP;cerradas;Mediante la presente, se pretende proveer el abastecimiento de insumos de toma de muestra, para el Hospital de la Familia y la comunidad de Santa Bárbara, según Solicitud de Adquisición N 45.012, emitida por la Unidad de Laboratorio.;2025-04-03T12:01:44.977;2025-04-14T15:27:00;2025-04-30T14:28:00;;CLP;0;0
2483-72-LE25;ADQUISICIÓN DE MATERIALES Y HERRAMIENTAS DE CONSTRUCCIÓN PARA DEPARTAMENTO DE SALUD;I MUNICIPALIDAD DE QUILICURA;69.071.300-4;DEPARTAMENTO COMPRAS PÚBLICAS;;;Región Metropolitana de Santiago;LE;cerradas;ADQUISICIÓN DE MATERIALES Y HERRAMIENTAS DE CONSTRUCCIÓN PARA DEPARTAMENTO DE SALUD;2025-04-03T11:57:39.04;2025-04-14T15:05:00;2025-05-15T18:00:00;;CLP;0;0
2147-21-LE25;CONTRATACIÓN DE PRESTACIÓN SERVICIOS DE ENDOSCOPÍA;SERVICIO DE SALUD COQUIMBO HOSPITAL COMB;61.606.406-1;Hospital Combarbalá;Comercio 800;Combarbalá;Región de Coquimbo;LE;cerradas;El Hospital San Juan de Dios de Combarbalá, a través del Programa de Resolutividad llama a licitación pública a través del Portal Mercado Público para CONTRATACIÓN DE PRESTACIÓN SERVICIOS DE ENDOSCOPÍA.;2025-04-03T11:49:36.517;2025-04-14T15:00:00;2025-04-23T16:00:00;;CLP;0;0
2080-173-LE25;COMPRA INSUMOS DESECHABLES;SERVICIO DE SALUD DEL LIBERTADOR B O'HIGGINS HOSPITAL REG RANCAGUA;61.602.138-9;Hospital Regional Rancagua - HRR;Avenida Salvador Allende N 350;Rancagua;Región del Libertador General Bernardo OHiggins;LE;cerradas;COMPRA INSUMOS DESECHABLES PARA EL HOSPITAL DR.FRANCO RAVERA ZUNINO;2025-04-03T11:48:58.26;2025-04-11T16:00:00;2025-06-06T19:00:00;;CLP;0;0
1532-20-LE25;PANENDOSCOPIO PARA LA UNIDAD DE PROCEDIMIENTOS;CENTRO REFERENCIAL DE SALUD DR SALVADOR ALLENDE GOSSENS;61.933.400-0;Centro Referencia Salud Doctor Salvador Allende G.;Teniente Cruz 800 - PUDAHUEL;Pudahuel;Región Metropolitana de Santiago;LE;cerradas;El establecimiento tiene la necesidad de licitar la adquisición del equipo PANENDOSCOPIO PARA LA UNIDAD DE PROCEDIMIENTOS solicitado en requerimiento N200, autorizado con fecha 17 de marzo de 2025, por la Subdirección Administrativa, con el objeto de reponer el equipo en la Unidad de procedimientos del Centro de Referencia de Salud Dr. Salvador Allende Gossens.;2025-04-03T11:42:06.65;2025-04-15T15:00:00;2025-04-25T15:00:00;;CLP;0;0
1532-16-LE25;CONVENIO FRESAS DENTALES;CENTRO REFERENCIAL DE SALUD DR SALVADOR ALLENDE GOSSENS;61.933.400-0;Centro Referencia Salud Doctor Salvador Allende G.;Teniente Cruz 800 - PUDAHUEL;Pudahuel;Región Metropolitana de Santiago;LE;cerradas;CONVENIO FRESAS DENTALES;2025-04-03T11:41:57.987;2025-04-14T18:39:00;2025-05-06T18:40:00;;CLP;0;0
3361-3-L125;Adquisición de elementos computacionales para empleo en el Cuartel General del Comando de Operaciones Terrestres;COMANDO DE APOYO A LA FUERZA;61.970.300-6;Comando de Operaciones Terrestres - COT;Castellón 421;Concepción;Región del Biobío;L1;cerradas;Adquisición de elementos computacionales para empleo en el Cuartel General del Comando de Operaciones Terrestres;2025-04-03T11:38:35.05;2025-04-15T10:00:00;2025-05-15T14:00:00;3063000;CLP;0;0
2560-28-CO25;REPARACIÓN DE BACHES EN CALZADAS COMUNA DE LAS CO;I MUNICIPALIDAD DE LAS CONDES;69.070.400-5;COMITÉ DE PROPUESTAS PÚBLICAS;Avda.Apoquindo N 3400;Las Condes;Región Metropolitana de Santiago;CO;cerradas;El proceso de Licitación está orientado a obtener óptimas condiciones técnicas y económicas por parte del contratista. Se espera idoneidad y capacidad técnica de las personas o empresas y de sus equipos profesionales, así como, capacidad para asegurar que el o los oferentes que se adjudiquen, se ajusten a los requisitos que esta Municipalidad ha especificado para su operación. En términos económicos, se espera recibir ofertas ventajosas dentro de los precios de mercado, conforme se desprenda de la evaluación de las ofertas económicas.;2025-04-03T11:22:31.91;2025-04-14T15:01:00;2025-07-03T20:00:00;;UTM;0;0
1002588-22-LE25;Adquisición material didáctico esc. Gmo. Cereceda;SERVICIO LOCAL DE EDUCACION DE PUERTO CORDILLERA;61.999.320-9;SERVICIO LOCAL DE EDUCACION DE PUERTO CORDILLERA;MANUEL RODRIGUEZ, N893, COQUIMBO;Coquimbo;Región de Coquimbo;LE;cerradas;Adquisición de material didáctico ampliación curso jec de primero medio para escuela Guillermo Cereceda;2025-04-03T11:22:24.087;2025-04-14T15:00:00;2025-05-05T15:00:00;10350000;CLP;0;0
1627-13-LE25;Insumos clínicos 03 plan de compras 2025;SERVICIO DE SALUD HOSPITAL DE SAN FERNANDO;61.602.145-1;Hospital de San Fernando Abastecimiento;Negrete 1401;San Fernando;Región del Libertador General Bernardo OHiggins;LE;cerradas;Adquisición de insumos clínicos según plan de compras año 2025;2025-04-03T11:19:54.823;2025-04-14T15:30:00;2025-06-23T15:30:00;;CLP;0;0
702988-11-LE25;MANGUERAS HIDRÁULICAS PARA MAQUINARIAS Y VEHÍCULOS;COMANDO DE APOYO A LA FUERZA;61.101.091-5;Cuerpo Milit Subjefatura Zonal Punta Arenas (IGTF);Camino E Vicuña Km 65;Timaukel;Región de Magallanes y de la Antártica;LE;cerradas;ADQUISICIÓN DE MANGUERAS HIDRÁULICAS CON SUS ELEMENTOS U COMPONENTES, PARA LOS MANTENIMIENTOS Y REPARACIONES DE LA MAQUINARIA Y VEHÍCULOS, DANDO CURSO CON ELLO, A LA FORMALIZACIÓN DE UN CONVENIO DE SUMINISTROS.;2025-04-03T11:20:37.687;2025-04-15T15:01:00;2025-04-23T17:00:00;;CLP;0;0
3996-20-LE25;Adquisición Insumos dentales;I MUNICIPALIDAD DE COLTAUCO;69.080.700-9;Departamento De Salud;Avda. Arturo Prat N42;Coltauco;Región del Libertador General Bernardo OHiggins;LE;cerradas;La necesidad de adquirir Insumos dentales, necesarios para CESFAM Coltauco.;2025-04-03T11:17:32.35;2025-04-14T15:01:00;2025-04-30T16:21:00;;CLP;0;0
2335-25-LE25;INSUMOS CLINICOS OP 132-133-135;I MUNICIPALIDAD DE LINARES;69.130.301-2;ADQUISICIONES SALUD;VALENTIN LETELIER 587;Linares;Región del Maule;LE;cerradas;LAS NECESIDADES DEL DEPTO DE SALUD EN LA COMPRA DE INSUMOS CLINICOS PARA BODEGA FARMACIA Y SU POSTERIOR DISTRIBUCION A SUS DIFERENTES ESTABLECIMIENTOS DE SALUD, SEGUN LO SOLICITADO EN ORDENES DE PEDIDO N 132/133/135.;2025-04-03T11:16:25.19;2025-04-11T15:00:00;2025-05-15T15:07:00;18390000;CLP;0;0
2945-4-LE25;TENIDA ANTÁRTICA;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;61.102.004-K;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;DIRECCIÓN DE ABASTECIMIENTO DE LA ARMADA, ALMIRANTE SEÑORET 47;Valparaíso;Región de Valparaíso;LE;cerradas;Armada de Chile requiere contratar la adquisición de Tenida Antártica, según lo especificado en las Bases y Anexos que rigen la Licitación que se aprueba mediante la presente Resolución, de acuerdo a lo dispuesto en el código 3930-1-PC25 del Plan Anual de Compras de la Armada de Chile para el año 2025.;2025-04-03T11:16:35.56;2025-04-14T15:01:00;2025-06-13T23:59:00;;CLP;0;0
2744-3-LE25;CONTRATO DE SUMINISTRO DE SERVICIO DE ALARMA CON SOPORTE TECNICO PARA LA SEGURIDAD DE ESTABLECIMIENTOS URBANOS Y RURAL DEL DEPARTAMENTO DE SALUD MUNICIPAL DE ANGOL;I MUNICIPALIDAD DE ANGOL;69.180.100-4;SALUD;Sallen 1145;Angol;Región de la Araucanía;LE;cerradas;LGN-REQ 3, Servicio de Alarma para los dispositivos del DSM ANGOL.;2025-04-03T11:14:35.06;2025-04-14T16:18:00;2025-04-18T16:19:00;;CLP;0;0
1058134-50-LQ25;SUMINISTRO DE MEDICAMENTOS DE PROGRAMAS MINISTERIA;SERVICIO DE SALUD VALDIVIA HOSPITAL BASE;61.607.502-0;Fármarcos;Bienes y Servicios;Valdivia;Región de Los Ríos;LQ;cerradas;SUMINISTRO DE MEDICAMENTOS DE PROGRAMAS MINISTERIALES PARA EL HOSPITAL BASE VALDIVIA- DORNASA ALFA Y ETANERCEP;2025-04-03T11:14:16.32;2025-04-14T19:00:00;2025-07-02T19:59:00;164077500;CLP;0;0
1216058-6-LE25;CONVENIO DE SUMINISTRO DE IMAGENEOLOGÍA;Corporación Municipal Curaco de Vélez;71.281.500-0;Corporación Municipal de Curaco de Vélez;Sin direccion;Las Condes;Región de Los Ríos;LE;cerradas;SUSCRIBIR CONVENIO S DE SUMINISTR0 PARA PROCEDIMIENTO DE SERVICIO EN IMAGENEOLOGÍA PARA PAXCIENTES DEL CESFAM DE CURACO DE VELEZ, AÑO 2025;2025-04-03T11:14:46.85;2025-04-14T15:04:00;2025-04-17T15:05:00;;CLP;0;0
1175-53-LE25;Lic. 56.25 Adq. Instrumental varios H. Villarrica;SERVICIO DE SALUD ARAUCANIA SUR;61.607.400-8;Dirección Servicio Salud Araucanía Sur;MANUEL BULNES N 590;Temuco;Región de la Araucanía;LE;cerradas;Se requiere la ADQUISICIÓN DE INSTRUMENTAL PARA VARIOS SERVICIOS DEL HOSPITAL DE VILLARRICA, nuevo y sin uso. Las características técnicas, se detallan en el ANEXO N3 de las presentes bases. Debe cumplir con todas las características marcadas como obligatorias para que la oferta sea admisible.;2025-04-03T11:13:33.987;2025-04-16T15:30:00;2025-08-06T18:30:00;48000000;CLP;0;0
2324-46-LE25;LICITACION PÚBLICA N 36 de 2025 SERVICIO DE ARRIENDO CAMION ALZA HOMBRES POR 2 MESES PARA MANTENIMIENTO ALUMBRADO PUBLICO EN DIVERSOS SECTORES DE LA COMUNA;I MUNICIPALIDAD DE PUERTO MONTT;69.220.100-0;Departamento de Licitaciones y gestión de Abastecimiento;Depto de Contabilidad- San Felipe 80 Municipalidad;Puerto Montt;Región de los Lagos;LE;cerradas;LICITACION PÚBLICA N 36 de 2025 SERVICIO DE ARRIENDO CAMION ALZA HOMBRES POR 2 MESES PARA MANTENIMIENTO ALUMBRADO PUBLICO EN DIVERSOS SECTORES DE LA COMUNA;2025-04-03T11:12:19.907;2025-04-14T15:30:00;2025-05-14T15:30:00;13000000;CLP;0;0
1051425-11-LE25;Servicio Comunicación Satelital;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;61.202.000-0;Dirección de Vialidad - Dirección Regional Ñuble;LAZARETO N 7;Chillán;Región del Ñuble;LE;cerradas;La Dirección de Vialidad Región de Ñuble requiere contratar el Servicio de comunicación satelital, para el apoyo de emergencias catastróficas y en la ejecución de faenas de administración directa de la Dirección de Vialidad, Región de Ñuble.;2025-04-03T10:59:10.87;2025-04-15T15:00:00;2025-05-15T18:00:00;60000000;CLP;0;0
1026727-13-LE25;ADQUISICION DE CREDITOS EN GOOGLE CLOUD PLATFORM;CENTRO DE FORMACION TECNICA DE LA REGION DE TARAPACA;65.154.398-3;CENTRO DE FORMACIÓN TÉCNICA DE LA REGIÓN DE TARAPA;Calle Sotomayor N575 Of. 409;Iquique;Región de Tarapacá;LE;cerradas;Que, conforme a lo solicitado por el encargado de Tecnologías de la Información, mediante requerimiento N 17292025, se necesita la adquisición de créditos en Google Cloud Platform, por un periodo de 12 meses.;2025-04-03T10:55:37.267;2025-04-14T17:00:00;2025-04-24T17:15:00;;CLP;0;0
2273-24-LE25;ADQUISICIÓN DE ANTIVIRUS CORPORATIVO POR 3 AÑOS;I MUNICIPALIDAD DE LA PINTANA;69.253.800-5;DEPARTAMENTO ADQUISICIONES MUNICIPAL;El Olivar N 02595 Paradero 47 Sta Rosa;La Pintana;Región Metropolitana de Santiago;LE;cerradas;ADQUISICIÓN DE ANTIVIRUS CORPORATIVO POR 3 AÑOS;2025-04-03T11:02:00;2025-04-14T15:00:00;2025-06-30T16:17:00;30000000;CLP;0;0
769-44-LE25;MEDICAMENTOS TIPO 2 lsglt2 APS PP-31;SERVICIO DE SALUD ANTOFAGASTA DIRECCION;61.606.200-k;SERVICIO DE SALUD ANTOFAGASTA DIRECCION;Bolivar 523, Antofagasta;Antofagasta;Región de Antofagasta;LE;cerradas;Adquirir o contratar Medicamentos para el control de la glicemia en personas con DM2 y beneficiosos para la salud cardiovascular y renal, que por su alto costo ha impedido su inclusión en la canasta de tratamientos disponibles en ATENCION PRIMARIA de SALUD.;2025-04-03T10:49:44.293;2025-04-15T15:05:00;2025-05-15T15:06:00;;CLP;0;0
847-15-LE25;GESDEP-CURSO B-LEARNING INNOVACIÓN PEDAGÓGICA SC 57399;JUNTA NACIONAL DE JARDINES INFANTILES;70.072.600-2;Junji - V Región;Calle ALVAREZ 646, TERCER PISO, EDIFICIO ALCAZAR;Viña del Mar;Región de Valparaíso;LE;cerradas;Adquisición de Curso de capacitación, B-LEARNING Diseño de pensamiento para la elaboración de proyectos de innovación pedagógica, región de Valparaíso correspondiente al programa 01;2025-04-03T10:41:18.57;2025-04-14T15:01:00;2025-05-05T20:00:00;12000000;CLP;0;0
3706-34-LE25;3ER LLAMADO C.S FERRETERIA;I MUNICIPALIDAD DE SAN IGNACIO;69.141.300-4;Adquisiciones;MANUEL JESUS ORTIZ 599;San Ignacio;Región del Ñuble;LE;cerradas;El objetivo de esta licitación pública es la contratación para la adquisición de diversos productos que serán utilizados para las reparaciones de bienes e inmuebles municipales, según requerimientos y necesidades, que se encuentran detallados en el formulario Itemizado adjunto a esta licitación pública.;2025-04-03T10:45:55.14;2025-04-14T15:00:00;2025-05-16T16:00:00;;CLP;0;0
1729-14-LE25;Equipamiento Programa Ayudas Tecnicas;I MUNICIPALIDAD DE TIERRA AMARILLA;69.030.400-7;Departamento de Abastecimiento;MIGUEL LEMEUR N 544;Tierra Amarilla;Región de Atacama;LE;cerradas;Se necesita adquirir equipamiento para la correcta ejecucion del programa Ayudas Tecnicas, Propiciando Condiciones Adecuadas de Independencia, segun bases tecnicas y administrativas.;2025-04-03T10:39:00.76;2025-04-14T15:00:00;2025-05-16T15:12:00;;CLP;0;0
4377-38-LE25;Nivelación Cementerio Municipal San Rosendo;I MUNICIPALIDAD DE SAN ROSENDO;69.151.100-6;Ilustre Municipalidad de San Rosendo;Ibieta 225;San Rosendo;Región del Biobío;LE;cerradas;La Ilustre Municipalidad de San Rosendo, requiere contratar Movimiento de Tierras para la nivelación del cementerio comunal correspondiente a un área aproximada de 4,608 [m]2 con un desnivel entre cota entrada cementerio y cota de salida y/o calzada existente de 1,75 [m].;2025-04-03T10:32:10.11;2025-04-14T15:00:00;2025-04-30T18:00:00;15000000;CLP;0;0
643-9-LE25;SERVICIO PUBLICACIÓN EN MEDIO IMPRESO;SERVICIO DE VIVIENDA Y URBANIZACION V REGION;61.817.000-4;SERVIU V Región;Edificio Centenario Bellavista N168 Primer Piso;Valparaíso;Región de Valparaíso;LE;cerradas;SERVICIO PUBLICACIÓN EN MEDIO IMPRESO, MODALIDAD CONVENIO SUMINISTRO;2025-04-03T10:21:33.14;2025-04-14T15:01:00;2025-05-16T18:00:00;;CLP;0;0
2147-22-LE25;SERVICIO DE ATENCIONES DE PSICÓLOGO A;SERVICIO DE SALUD COQUIMBO HOSPITAL COMB;61.606.406-1;Hospital Combarbalá;Comercio 800;Combarbalá;Región de Coquimbo;LE;cerradas;El Hospital San Juan de Dios de Combarbalá, a través del Servicio de Atención Primaria de Salud APS, llama a licitación pública a través del Portal Mercado Publico para SERVICIO DE ATENCIONES DE PSICÓLOGO A PARA DIFERENTES PROGRAMAS DE ATENCION PRIMARIA DE SALUD.;2025-04-03T10:25:36.84;2025-04-14T15:00:00;2025-04-23T16:00:00;;CLP;0;0
1036569-9-LE25;ESTUDIO DE TITULO Y DESLINDES;GOBIERNO REGIONAL DE ÑUBLE;62.000.390-5;División de Administración y Finanzas;Av Libertad S/N 3er piso;Chillán;Región del Ñuble;LE;cerradas;El objetivo es determinar legal y físicamente la superficie que comprende el lote o los lotes en donde se encuentra emplazado el edificio de servicios públicos de la comuna de Chillán, además de determinar con exactitud quienes detentan actualmente el dominio de cada uno de los lotes y posibles incongruencias que pudiesen existir entre los títulos actualmente vigentes.;2025-04-03T10:20:00;2025-04-14T17:33:00;2025-05-05T17:34:00;40000000;CLP;0;0
2201-7-LE25;Servicios de Esterilización Autoclave;INSTITUTO NACIONAL DE REHABILITACION PEDRO AGUIRRE CERDA;61.602.117-6;Instituto Nac. de Rehabilitación Pedro Aguirre C.;Avda. José Arrieta 5969;Peñalolén;Región Metropolitana de Santiago;LE;cerradas;Las presentes Bases tienen por objeto regular el proceso de licitación y la adjudicación de los contratos que regirán la Licitación Pública que celebre el Instituto, para la contratación de la Adquisición de Servicios de Desinfección Intermedia DIN, Mediante Esterilización por Autoclave de Vapor y Óxido de Etileno para su Instrumental e Insumos Clínicos para el Instituto Nacional de Rehabilitación Pedro Aguirre Cerda por 24 meses o hasta agotar presupuesto.;2025-04-03T10:19:00;2025-04-14T15:00:00;2025-05-15T17:24:00;;CLP;0;0
1969-20-LE25;SERVICIO TELEFONIA PARA C.D.P MULCHEN;DIRECCION GENERAL DE GENDARMERIA DE CHIL;61.004.068-3;Región del Bio Bío;Compañia 1048, piso 7;Santiago Centro;Región del Biobío;LE;cerradas;CONTRATACIÓN DEL SERVICIO DE TELEFONIA PARA GENDARMERIA DE CHILE, CENTRO DETENCION PREVENTIVA DE MULCHEN, por un periodo de 36 meses. Conforme a Especificaciones Técnicas estipuladas en la Resolución Exenta 494 del 25 marzo 2025. Adjunta. Dirección: Villagra 098 de la Ciudad de Mulchén.;2025-04-03T09:59:00;2025-04-16T15:00:00;2025-05-13T15:10:00;;CLP;0;0
4238-12-LE25;PROVISION E INSTALACION DE CONTAINER PARA BODEGA;I MUNICIPALIDAD DE CURANILAHUE;69.160.202-8;DEPARTAMENTO DE SALUD;Arturo Prat 653;Curanilahue;Región del Biobío;LE;cerradas;PROVISION E INSTALACION DE CONTAINER PARA BODEGA (POSTA RURAL SAN JOSE DE COLICO - ANTIGUA) DE ACUERDO A ORD. (DAS) N 148/2025 Y DECRETO ALCALDICIO N3.564/2025.;2025-04-03T09:55:04.28;2025-04-14T15:00:00;2025-05-14T17:00:00;;CLP;0;0
548866-2-LE25;Serv. Técnico Mantención Vehículos IPS Araucanía;INSTITUTO DE PREVISION SOCIAL;61.979.440-0;IPS Region de la Araucania;Francisco Bilbao N 795;Villarrica;Región de la Araucanía;LE;cerradas;Contratación del Servicio Técnico para Mantenciones y Reparaciones de los 5 Vehículos institucionales del IPS Región de la Araucanía de acuerdo a lo establecido en documentos adjuntos de Informe de Requerimiento, Bases Técnicas, Anexos, y Resolución Exenta N 74 aprobatoria.;2025-04-03T09:50:08.887;2025-04-14T15:01:00;2025-05-02T17:00:00;;CLP;0;0
1071-1-LE25;Servicio de aseo para la DCYF - Región Tarapacá;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;61.202.000-0;Dirección de Contabilidad y Finanzas - I Región;Tarapacá 130, piso 1;Iquique;Región de Tarapacá;LE;cerradas;Servicio de aseo para la Dirección de Contabilidad y Finanzas-MOP de la región Tarapacá, de acuerdo a las actividades descritas en las bases.;2025-04-03T09:50:00;2025-04-14T15:00:00;2025-04-21T10:00:00;13200000;CLP;0;0
2424-389-LE24;KIT EQUIPAMIENTO DE RADIOS - 6447 - S.R.R.;I MUNICIPALIDAD DE VINA DEL MAR;69.061.000-0;I MUNICIPALIDAD DE VINA DEL MAR;ARLEGUI 615 VIÑA DEL MAR;Viña del Mar;Región de Valparaíso;LE;cerradas;Ped. N 87 - 6447 Dirección de Seguridad Pública (s.r.r.);2025-04-03T09:48:56.133;2025-04-14T15:30:00;2025-05-12T20:00:00;14500000;CLP;0;0
1224953-4-LE25;SERV. MANT.REP. EQUIPOS AIRE ACONDIC. SALUD ANCUD;CORP MUNICIP ANCUD PARA LA EDUCAC SALUD;71.420.700-8;Unidad de Compras Públicas;Yerbas buenas 915;Ancud;Región de los Lagos;LE;cerradas;LA NECESIDAD DE MANTENER EN BUEN ESTADO LOS EQUIPOS DE AIRE ACONDICIONADO EN LOS ESTALECIMIENTOS DE SALUD DE LA CORPORACION MUNICIPAL DE ANCUD.;2025-04-03T09:45:31.473;2025-04-14T18:00:00;2025-04-17T17:00:00;;CLP;0;0
3328-23-LE25;BVS ADQ. MANTTO PREV. DE SISTEMA AIRE ACONDICIONAD;FUERZA AEREA DE CHILE COMANDO LOGISTICO;61.103.007-K;Hospital Clinico General Dr. Raúl Yazigi J.;Avenida Las Condes N 8631;Las Condes;Región Metropolitana de Santiago;LE;cerradas;Adquirir el Servicio de Mantenimiento Preventivo para el Sistema de Climatización de Pabellones Centrales, según protocolos adjuntos. Los equipos están ubicados en las dependencias del tercer piso Edificio Magneto del Hospital Clínico de La Fuerza Aérea de Chile. Para lo cual, en la presente base técnica, se definen claramente las variables técnicas por medio de las cuales la institución se regirá para celebrar dicho contrato;2025-04-03T09:40:35.58;2025-04-14T15:03:00;2025-07-14T15:04:00;;CLP;0;0
1057804-1-LE25;Adquisición de Monitores para PNC;SERVICIO DE SALUD BIO BIO;61.607.300-1;Activos Fijos;Av.Ricardo Vicuña 147 Int.Edif.Estacionamiento 4to;Los Angeles;Región del Biobío;LE;cerradas;ADQUISICIÓN DE MONITORES PARA PLAN NACIONAL CANCER, CAVRR;2025-04-03T09:38:08.857;2025-04-14T15:04:00;2025-06-27T15:05:00;;CLP;0;0
1660-41-LE25;MANTENCIÓN PREVENTIVA Y CORRECTIVA A EQUIPOS AIRE;SERVICIO SALUD COQUIMBO HOSP DE SALAMANC;61.606.408-8;SERVICIO SALUD COQUIMBO HOSP DE SALAMANC;AVENIDA INFANTE N891;Salamanca;Región de Coquimbo;LE;cerradas;SE REQUIERE: MANTENCIÓN PREVENTIVA Y CORRECTIVA A EQUIPOS DE AIRE ACONDICIONADO, SE ADJUNTAN BASES ADMINISTRATIVAS Y TECNICAS. SE ADJUNTAN FORMULARIOS EDITABLE REQUIRENTE:JEFE DE MANTENCIÓN;2025-04-03T09:37:05.02;2025-04-15T15:12:00;2025-04-30T15:13:00;;CLP;0;0
3053-2-LE25;Adquisición de Baterías de Respaldo UPS;I MUNICIPALIDAD DE SAN PEDRO DE ATACAMA;69.252.500-0;Depto. de Finanzas;Gustavo Le Paige 328;San Pedro de Atacama;Región de Antofagasta;LE;cerradas;La Municipalidad de San Pedro de Atacama invita a participar en el proceso de licitación pública para la Adquisición de Adquisición de Baterías de Respaldo (UPS), con el objeto de brindar continuidad de energía por un periodo determinado ante cortes repentinos de energía, y evitar averías por cortes eléctricos de los equipos computacionales del edificio consistorial y dependencias de DIDECO.;2025-04-03T09:37:32.517;2025-04-15T10:00:00;2025-04-30T17:30:00;;CLP;0;0
