codigo;nombre;institucion_nombre;institucion_rut;unidad;direccion;comuna;region;tipo;estado;descripcion;fecha_inicio;fecha_final;fecha_adjudicacion;monto_estimado;unidad_monetaria;proveedores_participantes;adjudicados
847-18-LE25;CHEE_Mantención yo Reparación Aire Acondicionado Jardines Infantiles_SC 57473;JUNTA NACIONAL DE JARDINES INFANTILES;70.072.600-2;Junji - V Región;Calle ALVAREZ 646, TERCER PISO, EDIFICIO ALCAZAR;Viña del Mar;Región de Valparaíso;LE;Publicada;La Subdirección de Cobertura y Habilitación de Espacios Educativos de la Junta Nacional de Jardines Infantiles, solicita la ADQUISICIÓN DEL SERVICIO DE MANTENCION Y REPARACION DE SISTEMAS DE AIRE ACONDICIONADO DE JARDINES INFANTILES, para La Junta Nacional de Jardines Infantiles.;2025-04-08T16:23:05.467;2025-04-21T18:00:00;2025-05-05T23:59:00;;CLP;0;0
626529-2-LE25;SERV. TRANSPORTE PROGRAMAS PRLAC Y DISCAPACIDAD;I MUNICIPALIDAD DE SAN PEDRO;69.073.100-2;DIDECO;Cristobal Colon 04 San Pedro Provincia Melipilla;San Pedro;Región Metropolitana de Santiago;LE;Publicada;CONTRATAR LOS SERVICIOS DE TRANSPORTE PARA LOS PROGRAMAS RED LOCAL DE APOYOS Y CUIDADOS (PRLAC) Y DISCAPACIDAD E INCLUSIÓN, SEGÚN LO ESTABLECIDO EN LAS BASES DE LICITACIÓN.;2025-04-08T16:19:19.337;2025-04-15T15:02:00;2025-04-25T17:30:00;19816977;CLP;0;0
734-16-LE25;SISTEMA DE VIDEOCONFERENCIA PARA NORMALIZACIÓN HO;SERVICIO DE SALUD AYSEN CARLOS IBANEZ DEL CAMPO;61.607.800-3;DIRECCION;Dr. Jorge Ibar N 0168. Coyhaique.;Coyhaique;Región Aysén del General Carlos Ibáñez del Campo;LE;Publicada;El Servicio de Salud Aysén, solicita ofertas de interesados en participar del proceso de adquisición de SISTEMA DE VIDEOCONFERENCIA PARA NORMALIZACIÓN HOSPITAL CHILE CHICO, XI REGIÓN. CÓDIGO BIP 30039513-0., de acuerdo a los requerimientos de las presentes Bases de Licitación, en conformidad a lo establecido en la Ley N19.886 sobre compras y contrataciones públicas y su reglamento. El objetivo de la presente licitación es adquirir Equipos clínicos para la ejecución del Proyecto Normalización Hospital Chile Chico, XI Región - Código BIP 30039513- 0.;2025-04-08T16:04:07.273;2025-04-29T19:00:00;2025-05-20T18:00:00;;CLP;0;0
3065-15-LE25;ADQUIRIR SERVICIO DE CALIBRACIÓN.;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;61.102.012-0;COMANDANCIA AVIACION NAVAL;Camino Internacional s/n;Concón;Región de Valparaíso;LE;Publicada;ADQUIRIR SERVICIO DE CALIBRACIÓN PARA 9 EQUIPOS DE INSTRUMENTOS DE AVIACIÓN, VERIFICANDO SU CORRECTO FUNCIONAMIENTO Y CUMPLIMIENTO CON LA NORMA NCH-ISO 17025, QUE EXIGE LA ACREDITACIÓN DEL LABORATORIO DE CALIBRACIÓN, LA CALIBRACIÓN DE LOS EQUIPOS DEBE INCORPORARSU RESPECTIVO CERTIFICADO DE CALIBRACIÓN CORRESPONDIENTE.;2025-04-08T16:11:13.11;2025-04-21T15:01:00;2025-06-05T15:00:00;7221350;CLP;0;0
4142-1-LE25;SERVICIO MANTENCION Y REPARACION DE VEHICULOS;I MUNICIPALIDAD DE PALMILLA;69.091.000-4;Salud;Anibal Pinto S/N;Palmilla;Región del Libertador General Bernardo OHiggins;LE;Publicada;La I. Municipalidad de Palmilla, a través de su Departamento de Salud Municipal en adelante DSM, invita a los oferentes relacionados con el rubro TALLER DE MANTENCION Y REPARACIÓN DE VEHICULOS,;2025-04-08T16:02:47.09;2025-04-21T18:47:00;2025-04-30T18:48:00;;CLP;0;0
705290-18-LR25;ENFERMERIA Y AUXILIARES PARA CAMAS INDIFERENCIADAS;SERVICIO SALUD OCCIDENTE HOSPITAL DR FELIX BULNES CERDA;61.608.205-1;PRESTACIÓN DE SERVICIOS;;;Región Metropolitana de Santiago;LR;Publicada;Las presentes Bases constituyen el instrumento guía destinado a celebrar un CONTRATO DE PRESTACIÓN DE SERVICIOS DE ENFERMERIA Y AUXILIARES PARA CAMAS INDIFERENCIADAS, AGUDAS, CRITICAS, PSIQUIATRICAS, QUIRURGICAS Y DE URGENCIA ADULTO DEL HOSPITAL DR. FÉLIX BULNES CERDA, en adelante Hospital, éstas, establecen los fines, condiciones y requisitos que deberán ser cumplidos por los oferentes, en todas y cada una de las partes que conformen su oferta, además de regular el todo el proceso licitatorio hasta la suscripción del correspondiente contrato.;2025-04-08T16:01:07.22;2025-05-08T16:10:00;2025-07-07T17:30:00;553129906;CLP;0;0
4891-8-LE25;SER.DISEÑO IMPLEMENTACION TECNOLOGIA CECREA;SUBSECRETARÍA DE LAS CULTURAS Y LAS ARTES;61.978.780-3;Consejo Regional de la Cultura y Las Artes R. Metropolitana;AHUMADA 48 PISO 4, SANTIAGO CENTRO;Santiago Centro;Región Metropolitana de Santiago;LE;Publicada;SERVICIO DE DISEÑO, PLANIFICACIÓN E IMPLEMENTACIÓN DE ACTIVIDADES PEDAGÓGICAS EN EL ÁREA DE LAS TECNOLOGÍAS, PARA LA PROGRAMACIÓN DEL AÑO 2025, DEL CENTRO DE CREACIÓN CECREA, DE LA SECRETARÍA REGIONAL MINISTERIAL DE LAS CULTURAS, LAS ARTES Y EL PATRIMONIO, REGIÓN METROPOLITANA.;2025-04-08T15:50:32.223;2025-04-21T16:00:00;2025-04-29T18:00:00;8000000;CLP;0;0
1057494-15-LQ25;MANTENCION DE EQUIPOS MARCA TOSHIBA SIEMENS Y SG;SERVICIO DE SALUD SUR HOSPITAL EXEQUIEL;61.608.102-0;Bienes y Servicios;Gran Avenida Jose Miguel Carrera N3300;San Miguel;Región Metropolitana de Santiago;LQ;Publicada;CONTRATACIÓN DEL SERVICIO DE MANTENCION INTEGRAL DE EQUIPOS MARCA TOSHIBA, SIEMENS Y SG HEALTHCARE, PARA EL HOSPITAL DR. EXEQUIEL GONZÁLEZ CORTÉS.;2025-04-08T16:03:08.55;2025-04-28T16:00:00;2025-06-09T16:00:00;;CLP;0;0
2295-53-LE25;ADQUISICIÓN DE AYUDAS TÉCNICAS PARA LA OFICINA DE LA DISCAPACIDAD DEPENDIENTE DE LA DIRECCIÓN DE DESARROLLO COMUNITARIO;I MUNICIPALIDAD DE TALCA;69.110.400-1;SECRETARIA COMUNAL DE PLANIFICACION;Edificio Don Ambrosio N1247, 2 Oriente Talca;Talca;Región del Maule;LE;Publicada;ADQUISICIÓN DE AYUDAS TÉCNICAS PARA LA OFICINA DE LA DISCAPACIDAD DEPENDIENTE DE LA DIRECCIÓN DE DESARROLLO COMUNITARIO;2025-04-08T15:44:45.2;2025-04-21T15:30:00;2025-05-21T15:32:00;32000000;CLP;0;0
2401-53-LE25;SUM. DE JUEGOS MOBILIARIO URBANO Y OTRO RECUP. BN;I MUNICIPALIDAD DE RANCAGUA;69.080.100-0;SECCION ADQUISICIONES;REPÚBLICA DE CHILE No. 592, EDIF. TOMAS GUAGLEN,;Rancagua;Región del Libertador General Bernardo OHiggins;LE;Publicada;La Ilustre Municipalidad de Rancagua, convoca a licitación pública para el SUMINISTRO DE JUEGOS, MOBILIARIO URBANO Y OTROS PARA RECUPERACIÓN DE BNUP 2025, la que se desarrollará de acuerdo a las presentes Bases Administrativas y Especificaciones Técnicas, respuesta a las consultas yo aclaraciones en caso de haberlas, junto a los demás antecedentes que la conforman.;2025-04-08T15:45:13.587;2025-04-21T16:30:00;2025-05-13T17:30:00;60000000;CLP;0;0
812261-16-LR25;SERVICIO DE ERCP Y APOYO TÉCNICO PARA ENDOSCOPÍA;HOSPITAL CLINICO METROPOLITANO DE LA FLORIDA DOCTORA ELOISA DIAZ;65.075.485-9;convenios , operaciones , informatica;FROILAN ROA 6542;La Florida;Región Metropolitana de Santiago;LR;Publicada;Las presentes bases de licitación son formuladas para establecer la regulación del proceso de adquisición de SERVICIO DE ERCP Y APOYO TÉCNICO PARA ENDOSCOPÍA DE LLAMADO PARA EL HOSPITAL LA FLORIDA, y reglamentan entre otros aspectos las condiciones que deben cumplir las ofertas, las etapas del proceso licitatorio, su forma de evaluación y adjudicación, las condiciones del contrato, y todos los aspectos necesarios para el correcto proceso de adquisición. Cabe hacer presente que el servicio asociado a esta adquisición debe ajustarse a las especificaciones de estas bases. No podrá el proveedor ofertar servicios distintos a los establecidos en estas bases de licitación ni complementos o extras no contemplados en los requerimientos técnicos, todo extra ofertado, no será considerado en la evaluación. Con todo, sin perjuicio de lo anterior, cualquier extra ofertado, no requerido por él Hospital, y que no pueda ser separado técnica o económicamente del Bien a adquirir, se entenderá, que no cumple con lo solicitado y dará causal para ser declarada inadmisible la oferta. Tampoco podrá el proveedor presentar dos insumos alternativos en una misma oferta, a menos que lo haga de forma separada en ofertas principal y alternativa, todo, conforme a bases, de lo contrario, la oferta será declarada inadmisible. Así también, si en un proceso se presentan ofertas simultáneas respecto de un mismo bien o servicio o item licitado por parte de empresas pertenecientes a un mismo grupo empresarial o relacionadas entre sí, según dispone el artículo 9 de la Ley de Compras, el Hospital considerará para efectos de la evaluación de la licitación pública o item ofertado, solo la oferta más conveniente de los respectivos proveedores del mismo grupo empresarial o relacionadas entre sí, según los criterios de evaluación establecidos en bases.;2025-04-08T15:33:25.697;2025-05-08T16:00:00;2025-06-13T17:30:00;358200000;CLP;0;0
953-6-LE25;Serv. Mantención Habilitación Sist. eléctrico CFAN;DELEGACIÓN PRESIDENCIAL REGIONAL DE COQUIMBO;60.511.040-1;Ministerio del Interior - Delegación Reg Coquimbo;Arturo Prat N 350;La Serena;Región de Coquimbo;LE;Publicada;Servicio de mantención y habilitación permanente de los sistemas de generación y distribución eléctrica del Complejo Fronterizo Agua Negra.;2025-04-08T15:18:47.573;2025-04-16T15:30:00;2025-04-25T16:00:00;;CLP;0;0
3047-13-LE25;PANTALONES BLANCOS PARA GRUMETES;DIRECCION DE ABASTECIMIENTO DE LA ARMADA;61.930.100-5;ACADEMIA POLITECNICA NAVAL;;;Región de Valparaíso;LE;Publicada;PANTALONES BLANCOS PARA GRUMETES DE LA ACADEMIA POLITÉCNICA NAVAL;2025-04-08T15:28:00.063;2025-04-15T15:00:00;2025-05-15T16:38:00;22560853;CLP;0;0
2708-7-L125;ADQUISICION DE FORMULARIOS PARA LICENCIAS DE CONDUCIR;MUNICIPALIDAD DE OVALLE;69.040.700-0;Municipalidad de Ovalle - imoadq;ARIZTIA PONIENTE N7 OVALLE;Ovalle;Región de Coquimbo;L1;Publicada;ORDEN INTERNA N7341 UNIDAD TESORERIA ADQUISICION DE FORMULARIOS PARA LICENCIAS DE CONDUCIR , SEGUN TERMINOS DE REFERENCIA ADJUNTOS DECRETO PUBLICACIÓN N 1272;2025-04-08T15:42:23.76;2025-04-14T15:11:00;2025-04-30T17:11:00;6000000;CLP;0;0
2030-2-LE25;Servicios de cafetería año 2025;SUBSECRETARIA DEL MINISTERIO DE EDUCACION PUBLICA;60.902.052-0;Departamento Provincial Limari;Miguel Aguirre N651, Ovalle;Ovalle;Región de Coquimbo;LE;Publicada;El Departamento Provincial de Educación Limarí requiere contratar Servicio de cafetería para sus actividades 2025, para cualquier de las 5 comunas de la Provincia del Limarí de acuerdo con solicitudes emergentes y términos de referencia adjunto. Se hará envío de órdenes de compra de acuerdo con las solicitudes. El presupuesto señalado es un estimado empírico, y no es vinculante al gasto anual.;2025-04-08T15:12:53.533;2025-04-15T16:01:00;2025-04-17T18:00:00;8000000;CLP;0;0
761391-75-LE25;EE36EDUCVOSERV. REPARACIÓN CIRCUITO REFRIGERACIÓN CAMARAS DE CONSERVACION CASINO ALUMNOS;FUERZA AEREA DE CHILE COMANDO LOGISTICO;61.103.032-0;Base Aérea El Bosque;Gran Av. José Miguel Carrera N 10.525 Par. 32 1/2, El Bosque, Región Metropolitana de Santiago;El Bosque;Región Metropolitana de Santiago;LE;Publicada;SERV. REPARACIÓN CIRCUITO REFRIGERACIÓN CAMARAS DE CONSERVACION DEL CASINO ALUMNOS DE LA ESCUELA DE ESPECIALIDADES, DE ACUERDO A BASES ADM., BASES TÉCNICAS, ANEXOS Y VISITA A TERRENO OBLIGATORIA.-;2025-04-08T15:23:53.707;2025-04-14T15:00:00;2025-05-30T20:00:00;7235200;CLP;0;0
4132-4-LE25;ADQUISICIÓN DE 157 KIT DE VESTUARIO DEPORTIVO;DIRECCION DE LOGISTICA DE CARABINEROS;61.979.300-5;Escuela de Formación Carabineros Grupo Ancud;Portales 440;Ancud;Región de los Lagos;LE;Publicada;La presente compra, tiene como finalidad que los Carabinero Alumnos cuenten con los elementos de vestuario que le permitan ser parte de las distintas actividades académicas propias del proceso de formación inicial como Carabinero Alumno, considerando un vestuario cómodo, de buena calidad y propicio para su uso bajo condiciones climáticas adversas, con frecuentes y constantes lluvias, y humedad durante el desarrollo del año.;2025-04-08T15:15:29.387;2025-04-14T15:00:00;2025-04-22T19:55:00;20352000;CLP;0;0
1658-148-L125;S2-25/ RURAL/PRODER/ CURSO DE CAPACITACIÓNEN PRODUCCIÓN Y MANEJO FITOSANITARIO DE HORTALIZAS, SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS;I MUNICIPALIDAD DE TEMUCO;69.190.700-7;I MUNICIPALIDAD DE TEMUCO;CALLE IMPERIAL 40;Temuco;Región de la Araucanía;L1;Publicada;CURSO DE CAPACITACIÓNEN PRODUCCIÓN Y MANEJO FITOSANITARIO DE HORTALIZAS, SEGÚN ESPECIFICACIONES TÉCNICAS ADJUNTAS;2025-04-08T14:47:08.533;2025-04-16T17:00:00;2025-05-02T17:00:00;4800000;CLP;0;0
3810-34-LE25;ADQUISICIÓN DE TRAJES DE SURF PARA ESC. MUNICIPAL;ILUSTRE MUNICIPALIDAD DE PICHILEMU;69.091.200-7;Ilustre Municipalidad de Pichilemu;Ángel Gaete N365;Pichilemu;Región del Libertador General Bernardo OHiggins;LE;Publicada;ADQUISICIÓN DE TRAJES DE SURF PARA ESCUELA MUNICIPAL DE SURF 2025;2025-04-08T14:49:00;2025-04-21T15:21:00;2025-04-29T13:22:00;;CLP;0;0
734-13-LE25;GRUPO 15: EQUIPAMIENTO DE MEDICINA FISICA Y REHABI;SERVICIO DE SALUD AYSEN CARLOS IBANEZ DEL CAMPO;61.607.800-3;DIRECCION;Dr. Jorge Ibar N 0168. Coyhaique.;Coyhaique;Región Aysén del General Carlos Ibáñez del Campo;LE;Publicada;El Servicio de Salud Aysén, solicita ofertas de interesados en participar del proceso de adquisición de GRUPO 15: EQUIPAMIENTO DE MEDICINA FISICA Y REHABILITACION PARA NORMALIZACIÓN HOSPITAL CHILE CHICO, XI REGIÓN. CÓDIGO BIP 30039513-0., de acuerdo a los requerimientos de las presentes Bases de Licitación, en conformidad a lo establecido en la Ley N19.886 sobre compras y contrataciones públicas y su reglamento;2025-04-08T14:49:24.657;2025-04-21T18:00:00;2025-05-08T18:00:00;;CLP;0;0
1057544-106-LR25;Compra de Insumos en Consignación para Hemodinamia;SERVICIO DE SALUD DE TALCAHUANO HOSPITAL;61.607.202-1;Bienes y Servicios;Alto Horno 777 - Higueras;Talcahuano;Región del Biobío;LR;Publicada;Comprar y contar para su gestión de insumos clínicos en consignación en forma permanente para procedimientos cardiológicos a pacientes beneficiarios de la Unidad de Medicina Cardiovascular Integrada (Hemodinamia), con el objeto de cumplir y satisfacer debidamente la demanda asistencial que legalmente le ha sido encomendada al Hospital Las Higueras;2025-04-08T14:23:33.28;2025-05-08T15:00:00;2025-06-09T17:00:00;580000000;CLP;0;0
1030-12-L125;CARPA PARA TOLVA SALERA;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;61.202.000-0;Dirección de Vialidad - XII Región - Provincia U. Esperanza;Señoret 146;Puerto Natales;Región de Magallanes y de la Antártica;L1;Publicada;Carpa para tolva salera del camión internacional de la dirección de Vialidad de Puerto Natales. SE ADJUNTA FOTOS DE LA CARPA SOLICITADA;2025-04-08T14:49:21.74;2025-04-14T15:37:00;2025-04-16T15:37:00;2600000;CLP;0;0
1274285-12-LE25;Servicio Endoscopía digestiva alta;CORPORACION MUNICIPAL DE EDUCACION Y SALUD DE SAN BERNARDO;70.925.500-2;SALUD;AVENIDA MAIPÚ 440;San Bernardo;Región Metropolitana de Santiago;LE;Publicada;Servicio Endoscopía digestiva alta para usuarios de los centros de salud pertenecientes a la Corporación Municipal de Educación y Salud de San Bernardo;2025-04-08T13:54:05.08;2025-04-16T17:00:00;2025-04-25T16:00:00;;CLP;0;0
1106-11-LE25;Servicio de Arriendo de 02 Tractores Desbrozadores;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;61.202.000-0;Dirección de Vialidad - RM - Dirección Regional;Bombero Salas 1351 piso 1;Santiago Centro;Región Metropolitana de Santiago;LE;Publicada;Servicio de Arriendo de Dos 02 Tractores Desbrozadores para ser usados en operaciones que se ejecutan en la Red Vial de Caminos de Conservación y Administración Directa, de la Dirección de Vialidad Región Metropolitana, por un periodo de 35 días hábiles cada uno, por un periodo de cuatro 04 meses, conforme a los requerimientos administrativos y técnicos descritos en las presentes Bases de Licitación.;2025-04-08T13:41:54.11;2025-04-14T20:00:00;2025-05-05T20:00:00;;CLP;0;0
3693-78-LE25;IMPLEMENTACIÓN DEPORTIVA UNIDAD DE DEPORTES;I MUNICIPALIDAD DE EL QUISCO;69.061.700-5;Departamento SECPLA;Avenida Francia 011;El Quisco;Región de Valparaíso;LE;Publicada;IMPLEMENTACIÓN DEPORTIVA UNIDAD DE DEPORTES;2025-04-08T13:40:27.08;2025-04-21T16:00:00;2025-05-15T17:42:00;;CLP;0;0
4858-36-LE25;CONTRATO DE SUMINISTROS INSUMOS AGRICOLA;I MUNICIPALIDAD DE TIRUA;69.160.700-3;Finanzas;Avenida Costanera 080, Tirua;Tirúa;Región del Biobío;LE;Publicada;CONTRATO DE SUMINISTROS PARA LA ADQUISICIÓN DE INSUMOS AGRICOLA AÑO 2025, DESTINADOS A CUBRIR LAS NECESIDAD DEL PROGRAMA DE DESARROLLO TERRITORIAL INDÍGENA.;2025-04-08T13:22:29.5;2025-04-21T19:54:00;2025-04-28T19:55:00;;CLP;0;0
729-52-LE25;TUERCAS Y PERNOS VARIOS 7-12659 ECU;EMPRESA DE TRANSPORTE DE PASAJEROS METRO S A;61.219.000-3;Compras Técnicas;Av. Lib. Bernardo OHiggins 1414;Santiago;Región Metropolitana de Santiago;LE;Publicada;Se requieren ofertas que cumplan con las especificaciones técnicas solicitadas (Solo una oferta por proveedor), es de suma importancia adjuntar fichas técnicas, formulario PEP firmado, declaración de vínculos firmado e indicar plazo de entrega en días hábiles bancarios. Se recuerda que la única Orden de Compra válida es la emitida por Metro S.A. La adjudicación será notificada por Gestor de Compras mediante correo electrónico. PARA LOS REPUESTOS QUE NO SE FABRIQUEN Y NO SE COMERCIALICEN EN EL MERCADO NACIONAL, SE ACEPTARAN COTIZACIONES EN OTRAS MONEDAS, EL TIPO DE CAMBIO PARA EFECTOS DE COMPARACION, CORRESPONDERÁ AL DIA DE LA APERTURA ECONOMICA. En el anexo B, se deben completar los siguientes formularios: 4, 5,7 y 8.;2025-04-08T13:32:23.05;2025-04-22T13:18:00;2025-05-28T13:19:00;;CLP;0;0
1202333-33-LE25;MANTENCIÓN CHIPEADORA;I MUNICIPALIDAD DE QUINTERO;69.060.700-K;LICITACIONES;NORMANDIE 1916 QUINTERO;Quintero;Región de Valparaíso;LE;Publicada;MANTENCION CHIPEADORA;2025-04-08T13:22:55.973;2025-04-14T15:00:00;2025-04-16T19:00:00;;CLP;0;0
3291-1-LQ25;CLUB SOCIAL PDI - NORMALIZACION ELECTRICA;POLICIA DE INVESTIGACIONES DE CHILE;60.506.000-5;JEFATURA NACIONAL DE BIENESTAR Y CALIDAD DE VIDA;Av. Libertador OHiggins N 1449 Torre 7;Santiago;Región Metropolitana de Santiago;LQ;Publicada;Normalización Eléctrica Club Social PDI.;2025-04-08T13:04:36.76;2025-04-28T15:00:00;2025-05-19T15:30:00;150000000;CLP;0;0
3882-26-LE25;CONSTRUCCIÓN MURO DE CONTENCION SECTOR ORIENTE CEMENTERIO MUNICIPAL COMUNA DE LLAY LLAY;I MUNICIPALIDAD DE LLAY LLAY;69.060.400-0;Ilustre Municipalidad de Llay Llay;Avda. Balmaceda 174;Llay-Llay;Región de Valparaíso;LE;Publicada;Se requiere contratar empresa idonea para ejecutar obras de Construcción de muro de contención sector oriente, junto a los nuevos mausoleos, bóvedas, sepulturas familiares e individuales existentes en el sector oriente, con el objetivo de prevenir deslizamientos de tierra que podrían comprometer la estabilidad del terreno y la integridad de las modalidades de sepulturas., siguiendo como bases TTRR del presente proceso.;2025-04-08T13:04:50.033;2025-04-28T15:00:00;2025-05-08T17:00:00;;CLP;0;0
3659-3-L125;SERVICIO PRODUCCION DE EVENTO;ILUSTRE MUNICIPALIDAD DE CHILLAN VIEJO;69.266.500-7;Ilustre Municipalidad de Chillan Viejo;Ignacio Serrano N 300;Chillán Viejo;Región del Ñuble;L1;Publicada;SERVICIO PRODUCCION DE EVENTO CUENTA PUBLICA GESTION 2024 DE ACUERDO A TERMINOS DE REFERENCIA ADJUNTOS.;2025-04-08T13:00:37.103;2025-04-15T09:31:00;2025-07-07T14:03:00;;CLP;0;0
1070620-62-LP25;SOC BOLSAS DE SANGRE UMT;HOSPITAL DOCTOR ERNESTO TORRES GALDAMES;62.000.530-4;Hospital Dr. Ernesto Torres Galdames;Av. Héroes de la Concepción 502;Iquique;Región de Tarapacá;LP;Publicada;la necesidad u objetivo de la presente contratación se sustenta en un procedimiento médico de rutina en el cual el paciente recibe sangre donada por medio de un tubo estrecho colocado en una vena del brazo, con la finalidad de entregar una atención oportuna a pacientes considerando el aumento en atenciones y prestaciones ejecutadas actualmente.;2025-04-08T12:57:25.863;2025-04-22T15:00:00;2025-06-02T12:00:00;;CLP;0;0
2360-23-L125;ADQUISICIÓN DE INSUMOS PIE DIABÉTICO;I MUNICIPALIDAD DE TALCAHUANO;69.150.800-5;DISAM;BULNES N 266 TALCAHUANO CENTRO;Talcahuano;Región del Biobío;L1;Publicada;LA NECESIDAD DE CONTAR CON INSUMOS PARA PIE DIABÉTICO;2025-04-08T13:05:02.84;2025-04-15T10:00:00;2025-04-22T17:00:00;;CLP;0;0
5056-22-LP25;COMPRA DE SERVICIO CIRUGÍA ANEURISMA CEREBRAL ROTO;SERVICIO DE SALUD DEL MAULE HOSPITAL DE TALCA;61.606.901-2;Servicios;1 Norte N 1990;Talca;Región del Maule;LP;Publicada;El objetivo de la presente licitación es la Compra de servicios de equipo para realizar cirugías de aneurisma cerebral roto, fuera del horario laboral, a pacientes del Hospital Regional de Talca, con riesgo vital cuyo traslado implica posibilidad de desangramiento y que deben ser operados con urgencia post confirmación de diagnóstico, siempre y cuando se cuente con pabellón de urgencia, equipo médico y que las condiciones clínicas del paciente sean estables, de tal manera que permitan la cirugía.;2025-04-08T12:53:57.05;2025-04-21T15:01:00;2025-04-30T17:30:00;;CLP;0;0
1106-10-LE25;Servicio de Arriendo de Fresadora de Pavimento;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;61.202.000-0;Dirección de Vialidad - RM - Dirección Regional;Bombero Salas 1351 piso 1;Santiago Centro;Región Metropolitana de Santiago;LE;Publicada;La Dirección de Vialidad Región Metropolitana, solicita ofertas para la contratación del Servicio de Arriendo de Fresadora para ser utilizada en Caminos de las Provincias de Maipo, Chacabuco y Santiago para operaciones CAD, de la Dirección de Vialidad Región Metropolitana, por un periodo de 25 días hábiles, conforme a los requerimientos administrativos y técnicos descritos en las presentes Bases de Licitación;2025-04-08T12:38:34.253;2025-04-14T20:00:00;2025-05-05T20:00:00;;CLP;0;0
3680-5-LE25;INSTALACIÓN EMPALME TRIFÁSICO ESCUELA EL CORAZÓN;I MUNICIPALIDAD DE SAN ESTEBAN;69.051.400-1;Educacion;AVDA. 26 DE DICIEMBRE #654;San Esteban;Región de Valparaíso;LE;Publicada;La presente licitación tiene por objetivo la contratación del servicio de instalación de empalme trifásico, para Mejorar la estabilidad, eficiencia y seguridad del suministro eléctrico en Escuela El Corazón, con cargo a fondos de Aporte Municipal, según las siguientes especificaciones técnicas presentes en estas bases.;2025-04-08T12:52:50.79;2025-04-21T15:01:00;2025-04-28T10:05:00;;CLP;0;0
3747-2-LE25;ECOTOMOGRAFIAS ABDOMINALES Y MAMARIAS POR PID 2025;I MUNICIPALIDAD DE SAN IGNACIO;69.141.300-4;Salud;MANUEL JESUS ORTIZ 599;San Ignacio;Región del Ñuble;LE;Publicada;ECOTOMOGRAFIAS ABDOMINALES Y MAMARIAS POR PROGRAMA IMAGENES DIAGNOSTICAS AÑO 2025, PARA USUARIOS DE ESTABLECIMIENTOS DE SALUD.;2025-04-08T12:30:33.217;2025-04-21T15:30:00;2025-04-30T10:00:00;11987588;CLP;0;0
1904-4-LE25;MICROESFERAS DROP-ON TIPO III;MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF;61.202.000-0;Dirección de Vialidad - RM - Provincia de Santiago;Camino a Melipilla 9229;Santiago;Región Metropolitana de Santiago;LE;Publicada;Que se requiere la Adquisición de 500 sacos de Microesferas Drop-on III, para obras de Demarcación de Calzadas, en caminos de la red vial de tuición de la Dirección Regional de Vialidad.;2025-04-08T12:38:22.23;2025-04-15T18:30:00;2025-04-17T15:06:00;;CLP;0;0
2793-50-LQ25;SERVICIO DE MANTENCIÓN Y SERVICIOS EVENTUALES DEL;Municipalidad de Huechuraba;69.255.400-0;Municipalidad de Huechuraba;Premio Nóbel 5555;Huechuraba;Región Metropolitana de Santiago;LQ;Publicada;La presente Propuesta Pública requiere de la contratación del SERVICIO DE MANTENCIÓN Y SERVICIOS EVENTUALES DEL SISTEMA DE CONTROL DE TRÁNSITO Y MATERIAL SEMAFÓRICO DE LA COMUNA DE HUECHURABA, I.D.: 2793-50-LQ25, el cual consiste en mantener el sistema de control de tránsito y lograr la máxima eficiencia administrativa y operativa, con el objetivo de resguardar a los vecinos y usuarios del sistema de la comuna.;2025-04-08T12:42:59.503;2025-04-30T11:00:00;2025-07-30T22:00:00;;CLP;0;0
3602-3-LE25;Servicio vía suministro de Imágenes Diagnósticas Programa Resolutividad .;I MUNICIPALIDAD DE PAPUDO;69.050.300-K;Municipalidad de Papudo - Salud;Calle Chorrillos N 09;Papudo;Región de Valparaíso;LE;Publicada;En el marco de la Reforma de Salud, cuyos principios orientadores apuntan a la Equidad, Participación, Descentralización y Satisfacción de los Usuarios, de las prioridades programáticas, emanadas del Ministerio de Salud y de la modernización de la Atención Primaria e incorporando a la Atención Primaria como área y pilar relevante en el proceso de cambio a un nuevo modelo de atención, el Ministerio de Salud, a través del Servicio de Salud Viña del Mar Quillota conviene en asignar a la Municipalidad recursos destinados a financiar el Programa de Imágenes Diagnósticas en APS y Programa Resolutividad;2025-04-08T12:29:56.013;2025-04-22T15:30:00;2025-05-15T17:31:00;;CLP;0;0
5147-21-LP25;Servicios de Internet y telefonía satelital;ILUSTRE MUNICIPALIDAD DE TIMAUKEL;69.251.600-1;ILUSTRE MUNICIPALIDAD DE TIMAUKEL;Cameron S/N;Timaukel;Región de Magallanes y de la Antártica;LP;Publicada;Las presentes bases tienen por objeto establecer las normas administrativas y técnicas que regirán la presentación de las ofertas, la adjudicación, valores y los requerimientos técnicos para los servicios de internet y telefonía satelital para complejos de la Municipalidad de Timaukel ubicados en Villa Cameron y Pampa Guanaco.;2025-04-08T12:00:33.09;2025-04-28T20:00:00;2025-05-05T20:00:00;;CLP;0;0
